0,3450,3075,0
1,2958,3253,0
2,2566,3424,0
3,2549,3144,0
4,2990,3283,0
5,2499,2985,0
6,3048,3938,0
7,2963,3915,0
8,2323,5192,0
9,2882,3473,0
10,2824,9768,0
11,2530,3079,0
12,3021,9826,0
13,2957,3238,0
14,2918,3269,0
15,2641,3251,0
16,2338,3614,0
17,3023,3287,0
18,2527,3724,0
19,3731,5671,0
20,3145,3427,0
21,2903,3455,0
22,3187,3154,0
23,2958,3794,0
24,3052,3440,0
25,2728,3288,0
26,3305,3325,0
27,3042,3243,0
28,2753,2786,0
29,2957,3027,0
30,2485,3114,0
31,3027,3231,0
32,2920,3333,0
33,3265,3908,0
34,2606,2921,0
35,2915,3507,0
36,3372,3384,0
37,1903,5203,0
38,3357,2976,0
39,2626,3078,0
40,2914,3685,0
41,3134,3929,0
42,3027,3209,0
43,2846,2997,0
44,2526,3512,0
45,2070,3881,0
46,2720,9974,0
47,2608,2967,0
48,2032,5227,0
49,2936,2985,0
50,2725,3325,0
51,3137,3894,0
52,3120,3252,0
53,3301,3649,0
54,2702,3491,0
55,2764,3185,0
56,2712,3480,0
57,2351,3553,0
58,2691,3418,0
59,2908,3732,0
60,2584,3096,0
61,3354,3406,0
62,2998,3270,0
63,2531,3220,0
64,3356,2987,0
65,3072,3946,0
66,2979,9043,0
67,3446,3572,2
68,2709,9467,0
69,2894,2945,0
70,3292,3385,0
71,2914,3675,0
72,2598,2929,0
73,2601,9801,0
74,3056,3888,0
75,2358,5188,0
76,3045,4819,0
77,2005,5234,0
78,2715,9524,0
79,3089,3527,0
80,2677,3324,0
81,2747,3150,0
82,2962,2976,0
83,2661,3459,0
84,2636,3201,0
85,2866,2916,0
86,3312,3305,0
87,2669,9482,0
88,3167,3296,0
89,2996,9574,0
90,3245,3438,0
91,2786,3047,0
92,2769,2805,0
93,3001,3135,0
94,3292,3883,0
95,3131,3408,0
96,2352,3635,0
97,2545,3281,0
98,2398,3856,0
99,3264,3435,0
100,3132,9919,0
101,2419,3842,0
102,3141,9877,0
103,3220,3889,0
104,3215,3472,0
105,3278,3425,0
106,3299,3344,0
107,3033,3580,0
108,2920,9691,0
109,3338,3829,0
110,3234,3803,0
111,3079,3395,0
112,2041,5199,0
113,3005,3863,0
114,2932,3017,0
115,2672,9675,0
116,2565,3398,0
117,3576,3527,0
118,3506,3418,0
119,3139,3567,0
120,2757,3477,0
121,3137,3229,0
122,3052,3528,0
123,2602,3874,0
124,2674,9544,0
125,2650,3157,0
126,2775,3082,0
127,2866,9773,0
128,2874,5268,2
129,2526,3281,0
130,3327,3369,0
131,2448,4430,0
132,2539,3281,0
133,2635,2602,0
134,3024,9589,0
135,2020,5243,0
136,2856,3372,0
137,2741,3526,0
138,2342,3802,0
139,2698,9776,0
140,2505,3537,0
141,2508,2935,0
142,2710,3699,0
143,3210,9876,0
144,3435,3275,0
145,3055,3325,0
146,2473,3074,0
147,3093,3542,0
148,3142,3695,0
149,3025,3433,0
150,2099,3918,0
151,3212,2956,0
152,3339,3074,0
153,3058,4846,0
154,3423,3283,0
155,3263,3416,0
156,2943,3479,0
157,2585,3199,0
158,3450,3293,0
159,3087,3090,0
160,3019,9638,0
161,3125,3434,0
162,2523,3566,0
163,2847,2921,0
164,2779,2801,0
165,3159,3409,0
166,2454,3287,0
167,2835,3378,0
168,3010,3200,0
169,3226,3348,0
170,2757,2707,0
171,2603,3252,0
172,2683,3465,0
173,2733,2772,0
174,2937,3457,0
175,2509,3228,0
176,3233,2910,0
177,3755,5688,0
178,3015,3607,0
179,2627,3184,0
180,2739,3429,0
181,3223,3428,0
182,2914,3060,0
183,2588,3418,0
184,2860,3609,0
185,3023,3356,0
186,2909,3283,0
187,3241,3428,0
188,2469,3307,0
189,2829,3573,0
190,3300,2929,0
191,3441,3455,0
192,3555,3285,0
193,3117,9853,0
194,3013,3359,0
195,2667,3383,0
196,3281,3092,0
197,3375,3272,0
198,2961,3282,0
199,3112,3303,0
200,2855,3347,0
201,2702,3723,0
202,2517,3379,0
203,3135,3500,0
204,3149,3865,0
205,2910,3524,0
206,3389,3484,0
207,2911,9796,0
208,2530,2993,0
209,3035,3355,0
210,3053,3280,0
211,3660,3531,0
212,3488,3480,0
213,2567,3133,0
214,2836,9565,0
215,3330,3334,0
216,3357,2884,0
217,2515,3158,0
218,3127,3544,0
219,3195,3370,0
220,2893,3387,0
221,2809,3008,0
222,3429,3528,0
223,3121,3438,0
224,2998,3777,0
225,2937,5298,2
226,2659,3157,0
227,2531,3176,0
228,3105,3276,0
229,2907,3421,0
230,3155,3414,0
231,2039,5245,0
232,2954,3156,0
233,3091,3481,0
234,3190,3047,0
235,2507,2973,0
236,3440,3085,0
237,2969,3672,0
238,3234,3159,0
239,2612,3892,0
240,3018,9620,0
241,2800,2704,0
242,2622,2979,0
243,3531,3441,0
244,3114,3500,0
245,2867,3017,0
246,3332,3608,0
247,2936,3355,0
248,3524,3498,0
249,3144,3342,0
250,2416,3041,0
251,2313,5212,0
252,2460,3399,0
253,3421,3506,0
254,3174,3383,0
255,3778,9449,0
256,3202,3008,0
257,2825,9775,0
258,3110,3541,0
259,3502,3424,0
260,3194,3529,0
261,2989,3909,0
262,3233,2913,0
263,2838,3588,0
264,2823,10219,0
265,2905,3048,0
266,3077,3242,0
267,2666,3664,0
268,2758,3480,0
269,2747,3456,0
270,3142,9913,0
271,2461,3164,0
272,3125,3382,0
273,2389,3508,0
274,3332,2896,0
275,3212,3021,0
276,2984,3048,0
277,3484,3108,0
278,3311,3276,0
279,2630,3396,0
280,2486,3084,0
281,2865,5388,0
282,2896,9798,0
283,3683,3477,0
284,2369,3055,0
285,3780,9438,0
286,3221,9870,0
287,2964,3717,0
288,2956,3212,0
289,2578,3297,0
290,2464,3184,0
291,2480,3124,0
292,2904,9796,0
293,3317,3467,0
294,1912,5210,0
295,2777,3108,0
296,3059,3665,0
297,3321,3041,0
298,2575,2928,0
299,2540,3143,0
300,2963,3291,0
301,3036,3445,0
302,3207,3756,0
303,2917,10022,0
304,3368,2970,0
305,2812,2948,0
306,1910,5204,0
307,2524,3306,0
308,3053,3292,0
309,3076,3928,0
310,3331,3603,0
311,2722,9522,0
312,3588,3520,0
313,3625,3472,0
314,3241,3527,0
315,2848,2910,0
316,3444,3304,0
317,2550,3341,0
318,2478,3143,0
319,3439,3478,0
320,2981,3718,0
321,2534,3387,0
322,2501,3120,0
323,2981,3622,0
324,2623,3382,0
325,2454,3163,0
326,3202,3153,0
327,2697,3304,0
328,2107,3914,0
329,2563,3202,0
330,2839,3195,0
331,3508,3504,0
332,2810,3342,0
333,3300,3644,0
334,2651,3306,0
335,3264,3093,0
336,2420,4422,0
337,2695,3422,0
338,2575,3474,0
339,3263,2941,0
340,3225,3310,0
341,3073,3313,0
342,3047,9046,0
343,3328,3374,0
344,2502,3273,0
345,2531,2983,0
346,2840,9562,0
347,2167,5295,0
348,3023,3658,0
349,2945,2988,0
350,2569,9815,0
351,2826,2941,0
352,2810,3076,0
353,2526,3765,0
354,3338,3888,0
355,2911,2944,0
356,3289,3406,0
357,3766,5642,0
358,2608,3241,0
359,3051,9630,0
360,2466,3272,0
361,3219,9907,0
362,2152,5264,0
363,2673,3529,0
364,2642,3608,0
365,2895,3049,0
366,2994,3280,0
367,2852,3116,0
368,3016,3913,0
369,3250,2953,0
370,3056,3397,0
371,3445,3552,2
372,2880,3697,0
373,2911,3517,0
